genes,ExonLength,chr,chr_start,chr_end,WT_rep_1,WT_rep_2,WT_rep_3,WT_rep_4,KO_rep_1,KO_rep_2,KO_rep_3,KO_rep_4,DKO_rep_1,DKO_rep_2,DKO_rep_3
3110053B16Rik,2393,12,20874124,20921262,49,45,53,69,84,80,132,62,53,79,66
3110056K07Rik,1504,12,70991614,71015832,219,208,183,176,144,89,117,140,147,230,196
3110057O12Rik,5433,3,40846969,40938138,757,722,759,722,307,333,320,276,512,680,635
3110062M04Rik,4269,6,34871770,34878060,110,107,88,101,122,96,119,123,99,126,106
3110070M22Rik,1123,13,119487260,119488383,20,21,15,30,19,52,33,23,31,32,21
3110082I17Rik,1429,5,139359738,139460502,167,138,189,160,348,323,462,200,168,221,234
3110083C13Rik,856,14,57999322,58003695,33,40,47,26,29,24,12,16,24,45,28
3110099E03Rik,2935,2,115493512,115527744,146,130,140,118,109,47,61,22,133,185,106
3222401L13Rik,2831,18,37655906,37658737,34,45,47,31,48,32,53,29,48,42,61
3300002I08Rik,2117,2,150310934,150362765,13,8,11,9,11,10,18,8,4,10,17
3300005D01Rik,1380,17,5798656,5803240,12,10,19,22,41,39,28,27,5,14,17
3632451O06Rik,3663,14,49681559,49783383,966,892,1075,1080,466,601,500,438,803,1053,979
3830406C13Rik,2477,14,12284208,12303231,927,825,973,926,968,772,856,721,860,1260,1253
4430402I18Rik,5420,19,28893041,28967800,216,207,258,212,142,157,127,139,185,278,263
4632404H12Rik,2791,3,89767510,89773240,179,173,203,162,134,164,170,139,157,223,185
4632411P08Rik,3237,5,29378698,29390488,4,9,8,3,15,11,12,13,5,12,18
4632415L05Rik,1077,3,19894885,19895962,321,252,302,278,215,212,257,107,224,349,291
4632427E13Rik,6559,7,92734165,92741468,20,27,46,37,29,38,53,33,20,41,31
4632428C04Rik,2430,16,30008666,30021430,45,50,60,39,63,47,64,28,51,71,75
4632428N05Rik,5014,10,60346850,60372684,27,36,44,40,266,118,273,75,104,255,219
4632434I11Rik,3349,7,92857528,92874213,20,24,27,27,101,59,128,81,50,57,56
4732487G21Rik,2664,12,86290760,86306006,87,101,121,101,166,139,170,130,106,173,165
4732491K20Rik,3142,17,12318884,12327250,128,147,183,153,210,202,220,176,148,193,185
4833418N02Rik,2762,17,87274885,87282814,77,114,100,73,97,135,113,97,79,104,125
4833420G17Rik,2574,13,119462758,119486117,753,783,809,846,953,950,1151,998,803,1234,1042
4833422C13Rik,5915,13,91701664,91741872,59,43,54,61,70,64,52,38,38,73,56
4833439L19Rik,3187,13,54551217,54565435,39364,33945,39578,33366,19066,26566,19102,18807,26989,38010,33783
4921504A21Rik,2156,5,19202367,19226555,59,49,66,49,66,72,65,51,53,70,71
4921507P07Rik,2378,6,50573301,50596632,7,7,8,6,13,22,22,6,10,8,5
4921524J17Rik,1595,8,85408758,85432841,470,501,529,505,451,374,518,376,412,621,524
4921531C22Rik,1967,2,179975992,179979013,102,108,110,118,119,111,127,97,112,155,142
4921536K21Rik,2590,11,3886087,3895098,53,42,74,64,49,32,53,29,36,63,62
4930402H24Rik,10659,2,130706199,130906406,6994,5817,6584,6555,4526,3826,3926,2955,4785,6289,5017
4930412C18Rik,6148,4,9770584,9823411,269,253,332,243,135,219,168,154,276,390,322
4930415F15Rik,1194,11,11462093,11515192,4,8,11,8,9,16,19,5,6,7,10
4930415O20Rik,566,15,98571003,98589588,9,14,13,16,25,19,20,14,10,11,29
4930426D05Rik,3001,18,21651447,21656105,51,72,56,60,133,120,134,237,76,116,103
4930426L09Rik,1459,2,18998342,18999801,2,6,12,9,9,15,23,6,10,14,14
4930427A07Rik,3353,12,113156420,113165456,31,42,37,27,209,85,183,89,73,67,105
4930429F24Rik,1520,9,79793640,79803235,12,12,16,14,21,22,23,15,24,28,19
4930430E12Rik,1135,4,6352104,6357530,2,2,1,1,31,9,42,21,7,21,24
4930430F08Rik,2419,10,100572273,100589259,289,268,275,230,176,164,227,120,234,276,209
4930432K21Rik,2406,8,84148024,84172590,16,11,16,12,23,19,33,7,13,31,14
4930451G09Rik,2206,16,4968935,4978962,46,46,48,48,30,53,37,51,38,73,63
4930452B06Rik,2681,14,8431191,8666240,83,65,107,98,106,104,142,115,58,100,80
4930453N24Rik,5948,16,64751750,64771161,1048,979,1077,995,1069,1029,1167,921,1026,1298,1279
4930455G09Rik,630,4,142017897,142028996,10,7,13,7,28,9,23,21,25,27,23
4930458D05Rik,3055,5,100840796,100847167,85,84,93,94,79,150,85,89,68,96,88
4930461G14Rik,780,9,58455172,58469623,138,170,207,163,162,114,137,150,165,301,286
4930469K13Rik,698,11,33973960,34098554,7,9,16,14,3,6,8,16,5,9,4
4930480K23Rik,3755,14,69732783,69767113,144,135,156,128,85,105,92,71,112,168,148
4930481A15Rik,2240,19,5406739,5422847,395,358,347,345,245,260,216,178,315,337,521
4930481B07Rik,1490,3,95015624,95020138,14,12,19,5,17,8,12,10,13,22,8
4930485B16Rik,14460,10,92775618,93081618,15,18,27,22,23,40,35,30,15,43,46
4930486L24Rik,1364,13,60842620,60864416,9,8,9,10,29,25,34,14,12,24,47
4930503L19Rik,2291,18,70453139,70472480,130,106,110,78,181,126,223,124,102,183,142
4930505A04Rik,990,11,30426005,30471827,8,13,12,12,15,9,13,3,7,20,18
4930505N22Rik,945,19,45998136,46013386,13,8,10,7,8,4,8,11,4,8,10
4930506C21Rik,1984,17,8293365,8311080,7,10,12,11,5,9,4,2,6,10,5
4930506M07Rik,4081,19,58973357,59076069,832,796,1015,1014,1871,1280,2105,975,1028,1631,1483
4930509E16Rik,1191,9,72518249,72531858,8,6,15,10,5,6,4,9,7,13,15
4930509G22Rik,2481,16,11178175,11192292,5,6,5,8,18,13,11,9,9,13,16
4930512B01Rik,2724,12,69790287,69840479,241,273,275,177,135,109,174,56,178,239,261
4930513N10Rik,2803,8,95806829,95821728,25,33,28,26,24,15,35,10,22,45,27
4930516B21Rik,1195,9,119440277,119444830,59,50,45,48,62,54,51,41,49,64,58
4930522L14Rik,2409,5,109735989,109751886,129,145,131,151,169,160,225,102,146,209,182
4930523C07Rik,5431,1,160044383,160078428,97,219,110,88,287,265,319,123,160,192,188
4930524J08Rik,603,5,99979060,99979663,15,20,20,20,13,17,27,27,19,36,19
4930524O07Rik,1121,9,106892170,106895182,18,13,17,5,25,23,22,11,13,29,30
4930529M08Rik,10606,2,145934783,146215039,13,7,15,18,6,7,3,5,6,11,15
4930533I22Rik,2564,6,57476696,57497671,46,44,39,59,4,6,7,4,34,53,37
4930539E08Rik,4592,17,28896396,28915324,41,46,52,50,93,94,90,42,57,82,103
4930539J05Rik,1668,3,135436208,135438665,20,18,11,17,11,22,13,17,14,25,10
4930547M16Rik,2400,10,39899328,39907931,14,14,25,17,10,24,22,22,15,33,30
4930550C14Rik,1237,9,53405285,53432803,100,93,134,86,151,129,161,150,131,216,192
4930556J24Rik,1220,11,3937540,3976778,19,19,30,24,12,16,5,14,16,35,20
4930556M19Rik_1,6497,15,10714835,10790123,24,24,22,32,8,28,20,19,18,42,35
4930563D23Rik,2679,16,92318762,92321441,58,28,57,62,53,51,66,103,35,56,46
4930563E22Rik,1427,11,72215137,72218450,18,12,18,8,19,13,17,17,12,22,17
4930564B18Rik,869,14,75642258,75667137,39,54,53,42,20,26,11,10,59,52,59
4930578C19Rik,3499,X,18414880,18461397,33,34,41,34,58,70,83,45,55,70,58
4930579G24Rik,1967,3,79629078,79632817,56,86,71,61,138,84,138,81,76,106,107
4930579K19Rik,632,9,98562228,98563611,17,24,31,16,28,30,31,28,29,11,26
4930581F22Rik,3462,9,35116727,35130922,31,20,37,34,53,32,66,48,31,67,44
4930599N23Rik,880,6,39118407,39148312,3,9,6,9,11,10,23,4,10,12,13
4931406C07Rik,2981,9,15283336,15306448,28879,24687,30939,27197,15652,20400,14137,16705,24078,26937,24962
4931406P16Rik,6437,7,34236706,34313551,1175,1111,1136,1014,1244,1123,1799,746,922,1472,1076
4931414P19Rik,2585,14,54583662,54605908,302,255,296,248,260,173,250,175,241,335,322
4931428F04Rik,3552,8,105280409,105289528,55,65,54,56,112,79,161,81,71,109,81
4931440P22Rik,4365,3,65507256,65529379,17,21,42,21,30,46,51,49,27,42,44
4932438A13Rik,26985,3,36863105,37053033,4074,4212,4320,4056,3015,2633,3222,1787,3305,5184,3518
4933402D24Rik,1758,1,63754906,63769267,17,13,8,13,4,11,11,6,9,18,14
4933404O12Rik,4101,5,136919145,136937112,269,228,235,229,238,203,167,122,214,328,247
4933406C10Rik,2569,12,32919383,32953789,13,17,28,17,15,27,12,17,16,35,23
4933406P04Rik,1789,10,20310505,20312294,43,29,40,38,24,38,18,19,24,59,40
4933407K13Rik,6432,X,75706931,75764699,43,33,53,59,54,61,97,69,37,63,39
4933408B17Rik,2434,18,34579845,34597468,10,18,10,10,16,22,14,12,11,22,11
4933411K20Rik,5157,8,46151770,46195590,1277,1226,1358,1316,1197,1044,1341,723,1064,1509,1429
4933417A18Rik,1172,13,34924408,34955875,56,52,75,53,9,9,7,13,36,70,58
4933421A08Rik,1638,4,122961308,122963475,12,17,21,14,4,13,5,8,19,11,26
4933421O10Rik,3847,4,33027141,33031323,171,156,195,170,180,191,207,187,169,235,207
4933424M12Rik,1944,4,107787848,107789921,5,2,7,4,35,9,27,3,9,9,11
4933426M11Rik,5001,12,80790531,80880832,7298,6616,7463,6777,5969,5564,6677,4037,6126,8968,8819
4933427D14Rik,5697,11,72153928,72207459,337,314,343,375,470,382,575,360,322,544,382
4933427G17Rik,1909,7,120982508,121014787,18,23,27,25,6,36,17,26,20,29,32
4933430I17Rik,1783,4,62525368,62547993,8,5,10,6,9,10,7,5,6,13,13
4933431E20Rik,6821,3,107888849,107896213,308,269,334,317,193,334,255,183,234,380,311
4933434E20Rik,6826,3,90051635,90068347,1738,1807,1854,1994,1884,1595,1794,1785,1743,2362,2076
4933439C10Rik,5616,11,59505661,59513647,23,27,28,25,40,33,36,67,16,44,19
4933439K11Rik,2946,1,172538132,172558129,7,8,4,1,12,8,13,6,6,8,9
5031414D18Rik,2651,14,75016026,75052532,16,23,20,18,100,50,110,37,57,96,83
5031420N21Rik,496,9,73039717,73042779,312,282,291,283,314,277,255,314,324,383,371
5031425E22Rik,2809,5,23382307,23434269,97,117,100,100,150,129,154,152,105,130,96
5031425F14Rik,2098,2,166447450,166459232,4,5,7,1,11,4,8,0,6,18,20
5031434O11Rik,3754,3,51559756,51567117,40,48,49,50,74,72,84,99,51,84,54
5031439G07Rik,9604,15,84943935,84988551,3365,3374,3472,3605,5155,3712,4651,2957,3286,5079,4471
5033403F01Rik,1372,13,38960618,38966299,5,5,14,2,11,7,4,5,5,15,15
5033417F24Rik,1787,1,92908377,92910764,32,32,52,31,27,13,23,23,26,55,39
5033430I15Rik,952,13,45965252,45966508,127,88,104,105,96,77,64,87,80,101,95
5330417C22Rik,6304,3,108455693,108536536,40,17,35,22,84,77,72,62,42,61,45
5330426P16Rik,4679,16,50719293,50732773,324,347,294,297,562,371,552,323,332,493,377
5330438D12Rik,2229,10,116581280,116583515,42,47,64,47,61,90,77,76,58,73,67
5330439K02Rik,2312,15,100459739,100468691,11,9,11,18,9,15,13,6,9,10,8
5430400D12Rik,1658,7,79920754,79922521,6,4,10,6,8,10,8,13,5,7,5
5430402O13Rik,1007,6,50566642,50594865,14,14,14,17,7,18,12,12,9,22,24
5430403G16Rik,3341,5,109674544,109691041,104,115,109,120,150,134,188,111,115,184,154
5430405H02Rik,2039,2,156844350,156862963,36,45,37,28,33,29,48,34,33,39,47
5430416N02Rik,3691,5,100420841,100429516,34,31,29,35,47,55,73,30,32,45,44
5430416O09Rik,4086,4,43730033,43734534,54,72,64,67,118,124,101,42,56,96,68
5430427O19Rik,3754,X,85870353,85891499,14,13,26,11,111,75,128,51,67,142,99
5430435G22Rik,4624,1,131688694,131715439,89,105,139,120,940,439,918,330,393,739,601
5530601H04Rik,9005,X,105037196,105079609,289,305,291,275,420,332,405,257,293,381,344
5730403I07Rik,2033,9,77366411,77399418,35,35,41,39,12,28,14,21,33,40,31
5730405O15Rik,1836,X,13042014,13045297,29,25,21,22,14,11,25,29,14,31,16
5730409E04Rik,2891,4,126609817,126614371,329,334,399,305,643,436,665,341,389,523,507
5730420D15Rik,1182,10,95417374,95428640,31,51,61,81,19,47,34,16,23,62,32
5730437C11Rik,452,3,98935643,98941256,92,118,139,112,98,72,28,27,67,84,76
5730455P16Rik,4842,11,80360491,80378034,1652,1460,1564,1452,1160,1181,1376,781,1259,1856,1638
5730507C01Rik,1251,12,18514737,18534191,20,15,17,14,26,16,27,8,12,21,19
5730508B09Rik,1603,3,127869687,127896323,201,465,227,213,382,351,451,305,286,316,311
5730559C18Rik,3105,1,136213530,136234264,510,393,606,484,1055,659,992,673,440,541,482
5830411N06Rik,3967,7,140247300,140299791,0,2,2,3,3,14,14,7,4,22,18
5830415F09Rik,2271,4,46376504,46389437,158,130,148,152,188,170,187,182,140,204,202
5830416P10Rik,8664,19,53441211,53464796,5,7,17,14,58,30,54,49,28,31,28
5830417I10Rik,6190,3,88775215,88825587,53,49,44,50,60,42,56,28,43,80,57
5830418K08Rik,11641,9,15316914,15357788,209,273,315,271,321,281,475,260,230,386,296
5830428H23Rik,4696,19,61053839,61140840,359,399,433,416,585,440,560,569,336,662,396
5830444B04Rik,5410,4,155398762,155421704,96,50,76,128,75,40,36,48,56,48,59
5830454E08Rik,727,9,120577345,120578072,65,58,63,70,45,44,37,39,47,103,78
5830473C10Rik,2241,5,90561208,90597906,25,33,49,29,4,14,9,8,16,32,31
5930403N24Rik,1791,10,37139401,37151315,3,3,5,5,17,3,6,1,11,19,14
6030408B16Rik,1967,15,101293211,101297426,2,1,1,2,51,50,52,6,6,4,5
6030419C18Rik,2139,9,58488602,58499742,55,68,61,107,284,140,346,143,82,131,60
6030442K20Rik,1540,1,132466432,132477064,14,8,12,8,20,16,22,6,11,22,16
6030443J06Rik,7518,5,22550436,22807850,23,24,37,27,19,26,40,21,18,52,30
6030458C11Rik,3974,15,12808176,12824657,871,751,869,774,792,849,972,612,765,1044,934
6330403A02Rik,6552,1,180432386,180483504,25,32,29,26,34,31,53,46,33,43,33
6330403K07Rik,1494,11,71031940,71033513,10,11,8,14,30,7,16,9,10,32,24
6330408A02Rik,11662,7,13258966,13278721,308,339,383,328,464,292,429,282,348,460,425
6330416G13Rik,3974,4,63558780,63586357,558,486,581,612,574,555,698,565,490,705,856
6330418K02Rik,1339,5,138264042,138266661,5,11,11,13,14,8,10,7,12,16,10
6330419J24Rik,2369,X,56374609,56377799,44,49,62,39,57,67,96,49,52,49,70
6330562C20Rik,1024,3,95307671,95315127,8,14,9,11,19,20,19,14,12,8,19
6430548M08Rik,6626,8,120114151,120165306,118,98,88,94,98,90,109,66,72,94,80
6430550D23Rik,4994,2,155973278,156007977,50,48,45,41,28,15,37,38,26,57,29
6430571L13Rik,2903,9,107340601,107352422,268,228,227,265,100,199,82,102,146,198,224
6430573F11Rik,4137,8,36457547,36514320,147,158,192,166,122,129,133,86,150,208,190
6720489N17Rik,318,13,62605189,62607499,5,5,6,7,15,5,10,2,9,18,11
6820408C15Rik,1787,2,152415586,152444330,11,14,20,14,18,23,18,19,10,23,32
6820431F20Rik,5006,8,20262612,20297432,51,41,49,46,59,54,82,32,35,60,43
8030462N17Rik,3418,18,77633280,77714010,574,522,520,527,445,471,633,274,433,709,585
8430408G22Rik,1317,6,116650683,116652847,12,21,7,8,21,41,13,17,11,10,15
8430419L09Rik,5776,6,135197976,135244955,1511,1359,1449,1496,1611,1235,1946,1290,1221,1890,1624
8430429K09Rik,2649,11,3452364,3479831,95,102,136,110,132,130,116,131,85,147,144
9030407P20Rik,2347,7,120673438,120677560,127,110,165,131,147,191,158,150,114,174,194
9030617O03Rik,4434,12,100779056,100896981,6623,5783,7005,6210,3355,4455,3581,3846,5320,6576,5822
9030619P08Rik,935,15,75427605,75431829,2869,3021,2767,2352,123,316,145,164,2114,3033,3829
9030624J02Rik,8969,7,118740225,118842966,2981,2754,2976,3098,3674,2859,3030,2416,2633,3699,3362
9130008F23Rik,2159,17,40875481,40880558,81,150,61,70,115,118,168,110,71,94,79
9130011E15Rik,2896,19,45818143,45998488,732,606,694,718,717,691,814,481,565,888,781
9130019O22Rik,3878,7,127382259,127387166,119,109,137,116,176,124,221,88,105,166,145
9130023H24Rik,3581,7,128234450,128238031,320,283,371,323,372,275,311,250,294,342,350
9130204K15Rik,1462,11,79781978,79872394,6,9,31,12,5,11,3,4,9,26,27
9130230L23Rik,5755,5,65979357,66004285,7,5,9,9,14,8,18,21,5,9,11
9130401M01Rik_1,2666,15,58022258,58034325,163,155,163,151,306,206,278,252,188,217,180
9130409J20Rik,1503,11,66956652,66965016,31,314,19,14,35,13,25,11,105,39,22
9230102O04Rik,935,2,9883040,9889540,9,4,7,9,12,7,8,9,13,8,19
9230105E05Rik,2250,10,120389522,120392793,11,6,10,15,1,10,1,9,9,9,4
9230110C19Rik,1592,9,8021671,8042823,173,186,228,237,177,161,199,140,157,245,197
9230111E07Rik,811,2,167782052,167783486,2,0,3,3,8,12,14,12,3,5,9
9230114K14Rik,2118,5,52190680,52197984,120,120,109,115,75,84,135,57,68,144,94
9230116N13Rik,2097,1,136411915,136415519,12,8,17,10,31,26,39,30,13,22,28
9330104G04Rik,2235,7,16871353,16874886,19,33,18,12,20,20,34,14,27,35,36
9330132A10Rik,3727,18,89293501,89297229,9,6,8,6,20,15,24,3,15,9,14
9330136K24Rik,2478,17,21528193,21535878,18,13,14,21,17,8,19,13,18,23,14
9330151L19Rik,2546,12,69197210,69199868,95,109,115,132,105,114,119,178,83,152,99
9330159M07Rik,6831,9,88840235,88858870,44,27,39,40,32,19,33,16,14,40,29
9330159N05Rik,3711,5,93044719,93048430,18,33,31,29,19,26,33,20,27,36,19
9330162012Rik,3836,13,24937400,24941417,50,62,61,43,63,66,69,56,37,68,96
9330175E14Rik,5928,8,94422898,94435105,9,16,11,12,35,24,65,33,36,141,145
9330182L06Rik,7918,5,9266117,9481825,15,15,12,12,20,14,12,3,8,10,8
9430008C03Rik,4643,2,158353699,158361580,219,182,222,288,314,327,452,318,198,337,282
9430015G10Rik,3695,4,156109981,156127265,156,165,176,152,251,183,299,228,179,234,189
9430016H08Rik,3540,1,57406327,57417953,655,698,705,665,674,660,628,650,656,768,784
9430020K01Rik,6730,18,4634928,4682868,1007,1204,1026,960,1937,1934,2003,1033,1126,1505,1230
9430037G07Rik,3767,9,88595324,88599516,31,26,41,45,15,12,24,8,18,24,28
9430038I01Rik,5752,7,137375573,137410762,140,128,148,109,154,149,186,112,131,190,182
9430065F17Rik,1364,13,67553233,67564009,35,19,36,19,35,43,25,23,29,34,37
9430091E24Rik,1211,8,111128885,111145480,44,42,53,38,31,24,36,24,33,44,43
9530026P05Rik,5463,6,92940368,93272889,62,73,50,53,51,78,72,49,45,103,81
9530051G07Rik,4414,X,153037628,153072915,3,8,6,8,4,4,7,0,9,19,10
9530052C20Rik,3095,3,142882494,142894644,28,29,41,27,29,34,32,21,41,41,31
9530052E02Rik,1849,8,11007849,11054541,5,24,7,7,5,3,3,5,3,6,8
9530053A07Rik,11843,7,28129465,28164811,0,2,2,2,9,6,21,4,1,1,1
9530068E07Rik,3296,11,52396427,52408728,10505,10500,12031,10570,9916,9928,10432,6910,9812,12929,13130
9530077C05Rik,2155,9,22411576,22444677,61,80,74,56,102,56,66,42,61,90,76
9530080O11Rik,1725,4,95959714,95967655,14,8,14,13,8,9,12,6,14,15,15
9530082P21Rik,4842,17,23743233,23754065,916,909,984,920,1463,1290,1368,1145,898,1541,1508
9630013D21Rik,3142,4,109651528,109657853,47,41,58,53,41,39,30,45,34,48,56
9630033F20Rik,3651,6,127085115,127109550,439,414,398,350,480,384,605,354,336,461,474
9830147E19Rik,4995,7,42609525,42642588,136,161,184,218,166,130,190,139,116,192,165
9930012K11Rik,2588,14,70154404,70159502,49,68,71,48,106,53,100,35,70,100,86
9930014A18Rik,6217,15,60822270,60831793,6,3,2,5,14,11,9,8,3,4,4
9930021J03Rik,8134,19,29714401,29805989,1478,1432,1327,1348,1147,1033,1491,759,1195,1875,1406
9930104L06Rik,5592,4,124937047,124944656,391,369,372,398,420,372,452,326,355,563,490
A130010J15Rik,4088,1,193168048,193177832,128,122,122,117,195,124,209,100,141,239,277
A130051J06Rik,2618,15,95787855,95791642,37,25,43,36,31,38,41,39,34,54,54
A1cf,3828,19,31868760,31949406,4587,3554,4259,3630,856,1229,930,705,2240,3360,2516
A230028O05Rik,2793,16,25059638,25069058,8,11,10,6,16,8,2,11,8,7,4
A230046K03Rik,5854,10,83543940,83596469,1960,1756,1696,1673,1915,1601,2441,1217,1599,2147,1996
A230050P20Rik,3417,9,20868641,20874307,185,185,191,215,546,381,668,608,263,540,436
A230056P14Rik,2354,7,55962530,55980868,63,61,51,58,53,32,48,25,44,69,52
A230065N10Rik,1028,7,89632096,89633124,17,9,15,15,12,18,16,14,9,9,10
A230072C01Rik,1581,X,20961683,20986737,82,83,90,79,88,72,64,77,79,122,93
A230107N01Rik,2348,13,84219580,84222175,23,26,23,23,10,14,16,15,19,27,14
A2m,4670,6,121636172,121679237,72,107,38,376,158,78,39,8,67,83,67
A330009N23Rik,1392,15,101221195,101224121,48,46,58,33,45,29,45,39,42,66,79
A330021E22Rik,5457,5,5579277,5664239,447,357,371,411,458,354,406,471,347,435,289
A330023F24Rik,9357,1,194976374,195037908,199,213,164,293,127,184,177,208,134,318,163
A330033J07Rik,4456,13,48044230,48262623,57,78,117,49,53,84,53,68,63,74,89
A330035P11Rik,3203,14,122103429,122106974,207,180,201,188,97,128,130,106,131,217,176
A330040F15Rik,1106,19,12585867,12596566,92,112,106,107,87,90,91,69,94,133,89
A330069E16Rik,887,2,91237145,91238352,18,19,18,24,19,31,29,21,19,23,15
A330094K24Rik,1027,18,77729680,77733470,10,3,9,9,11,8,10,6,14,14,6
A430005L14Rik,1552,4,153957236,153961925,740,716,707,652,742,791,712,798,664,885,855
A430018G15Rik,1713,2,52425011,52434885,47,51,71,53,25,39,27,19,43,64,47
A430033K04Rik,3900,5,138622858,138648903,320,294,370,321,308,285,317,210,286,370,306
A430046D13Rik,1997,10,128499363,128504242,49,59,65,60,78,85,97,115,52,89,86
A430057M04Rik,5263,14,21847577,21856926,11,9,5,14,27,25,22,27,10,9,12
A430078G23Rik,2963,8,3353414,3390295,4,3,6,4,8,3,17,2,10,22,21
A430093F15Rik,3119,19,10740946,10786043,2,3,3,2,21,1,10,2,6,17,17
A430104N18Rik,269,11,87755576,87757270,2,8,8,7,20,10,19,19,13,29,22
A430105I19Rik,4779,2,118754157,118762661,280,255,283,271,624,508,611,493,275,361,328
A430105J06Rik,1275,1,186749395,186752921,3,10,11,14,14,15,16,16,9,10,10
A4galt,2171,15,83226725,83251774,883,768,994,985,1499,1327,1678,1304,1002,1257,1101
A4gnt,2757,9,99612501,99622367,421,501,575,403,87,232,138,181,514,641,673
A530016L24Rik,2636,12,112489447,112499927,13,5,14,27,16,7,7,37,71,5,6
A530017D24Rik,2614,11,61864567,61868058,68,63,79,76,91,88,73,107,73,94,76
A530020G20Rik,3702,3,121531610,121535438,16,12,23,10,32,40,69,59,10,26,26
A530032D15Rik,1603,1,85083068,85109853,2,3,3,2,13,3,3,2,4,11,23
A530054K11Rik,5217,13,67617000,67637791,378,325,414,413,382,328,461,250,374,519,437
A530064D06Rik,1913,17,48151895,48167270,3,2,0,1,16,4,26,8,10,8,3
A530072M11Rik,1852,4,16164109,16266225,13,20,11,14,20,12,15,10,20,36,27
A530083I20Rik,3186,9,122885079,122903184,11,8,27,11,10,18,25,8,15,20,13
